status_id,created_at,screen_name,text,source,favorite_count,retweet_count
x1174740788313505795,9/19/19 17:43,BernieSanders,"Sanders’ campaign manager sent a letter to the DNC urging it to demand that New York Gov. Andrew Cuomo approves legislation to extend the state’s voter registration deadline, which is less than a month away https://t.co/EgLcu1tUBb",Twitter Web App,0,449
x1174718357024780288,9/19/19 16:14,BernieSanders,"This campaign condemns racist bullying and harassment of any kind, in any space. We are building a multiracial movement for justice — that’s how we win the White House.",TweetDeck,10019,1681
x1174714509346430976,9/19/19 15:58,BernieSanders,This is a thorough/comprehensive plan to achieve the economic right of housing for all. I encourage you to take the time to read it  https://t.co/ocBaM8F46q,Twitter Web App,0,270
x1174707972204896256,9/19/19 15:33,BernieSanders,"Remember four years ago when we talked about making public colleges and universities tuition-free, and people called us ""radical and extreme""? Not anymore.

When we stand together and have a bold vision for the future, real change can happen. https://t.co/9SzbDFJqFl",TweetDeck,17044,3228
x1174698586761809921,9/19/19 14:55,BernieSanders,We cannot transform this country without getting millions of young people involved in the political process. Join us on our college tour this weekend! https://t.co/FJkEjvDLLo,Twitter Media Studio,3202,901
x1174688778465755136,9/19/19 14:16,BernieSanders,"We are so close to reaching 1 million donors. Close enough that if you contribute right now, you could become the 1 millionth donor to this campaign. Can we count on you to chip in today? https://t.co/7uKap8i2RV",Twitter Web App,1266,289
x1174682330054778882,9/19/19 13:51,BernieSanders,Our corporate-run health care system means that families are living in terror because they are exercising their constitutional right to strike. Medicare for All now. https://t.co/GgUaARcsNU,Twitter Web App,3850,1053
x1174442224119099394,9/18/19 21:57,BernieSanders,"We're getting very close to reaching 1 million donors to this campaign. When we do, we are going to create a Donor Wall at campaign headquarters with names of everyone who helped us get there.

Contribute today to put your name on our Donor Wall: https://t.co/JtzjbnJNkN",Twitter Web App,2370,586
x1174414013616275457,9/18/19 20:04,BernieSanders,"Because of GM's outrageous greed, 49,000 workers went on strike. So GM cut off their health benefits.

This is why we need Medicare for All—so no one will ever lose coverage.

Medicare for All means freedom, including freedom to strike. https://t.co/HjO2leJE61",Twitter Web App,10791,3175
x1174407261978091521,9/18/19 19:38,BernieSanders,"2020 praise from @AaronDFordNV comes today to @BernieSanders, for his new housing plan

""I appreciate Senator Sanders offering bold solutions to address the housing crisis here in Nevada and nationwide."" https://t.co/KgkJohd0ue",Twitter Web App,0,173
x1174384399833604096,9/18/19 18:07,BernieSanders,"""We need a #HomesGuarantee."" @BernieSanders

This historic, grassroots-sourced plan includes:
💥Millions of social homes
💥Massive reinvestment in public housing
💥National rent control
💥Decarbonization 
💥Commitment to END homelessness

A better world is within reach.",Twitter Web App,0,311
x1174383042355482629,9/18/19 18:01,BernieSanders,"The climate crisis will affect every area of our lives, including housing. Guaranteeing green, affordable housing as a right through the Green New Deal is not only morally necessary, it is overwhelmingly popular with the American people. #HousingForAll https://t.co/ZmV9AD4M4H",Twitter Web App,2465,638
x1174365936582823936,9/18/19 16:53,BernieSanders,We are all thinking of Ady today. Thank you for never backing down in the fight to guarantee health care to all people. https://t.co/11zp9UWTis,Twitter Web App,3115,535
x1174360572252622848,9/18/19 16:32,BernieSanders,"My parents never made much money, but we kept a roof over our heads because we lived in a rent-controlled apartment.

Landlords cannot be allowed to raise rents to whatever they want, whenever they want.

We need national rent control. #HousingForAll",Twitter Web App,21398,3724
x1174351055162892288,9/18/19 15:54,BernieSanders,"😮 

@BernieSanders housing plan directs $50 billion to community land trusts.

And lots, lots more. Like $1.48 trillion (trillion!) over 10 years to the National Housing Trust Fund. #OurHomesOurVotes2020 https://t.co/fy0k7GZNJS",Twitter Web App,0,264
x1174347991903289344,9/18/19 15:42,BernieSanders,This is the richest country in the history of the world. No one in America should be homeless. #HousingForAll,Twitter Web App,17932,2943
x1174345877646958594,9/18/19 15:34,BernieSanders,"New: Bernie Sanders has announced his ""Housing for All"" plan this a.m. In it, Sanders is proposing a national rent cap of 3% or 1.5 times the CPI to ""prevent the exploitation of tenants."" https://t.co/kcmPgYj4QH",Twitter Web App,0,482
x1174345177953185792,9/18/19 15:31,BernieSanders,"""We need a homes guarantee."" -@BernieSanders 

🏠Nearly 10 million homes through the NHTF, social housing, Community Land Trusts, and other housing programs
🏠Section 8 for everyone who qualifies
🏠End homelessness
🏠National rent control
And so much more https://t.co/uY4mTvujlG",Twitter Web App,0,357
x1174344948759633920,9/18/19 15:30,BernieSanders,"Another day, another bold housing plan from a leading presidential candidate! Thank you @BernieSanders for laying out your vision to end homelessness and housing poverty. #OurHomesOurVotes2020 https://t.co/VDLUdxp49K",Twitter Web App,0,214
x1174344065317580800,9/18/19 15:26,BernieSanders,"There are 3,000+ counties in the United States. A minimum wage worker can afford to rent a one-bedroom home in just 28 of them.

That is a national crisis.

My #HousingForAll plan will build the nearly 10 million new housing units our nation needs to guarantee housing as a right.",Twitter Web App,6654,1627
x1174342075829149696,9/18/19 15:19,BernieSanders,"New: @BernieSanders unveils $2.5 trillion ""Housing for All"" plan to ""guarantee every American... a safe, decent, accessible, and affordable home,"" including:

- Building 10 million homes
- Investing $410 billion into Section 8
- Enacting 3% rent increase cap",Twitter Web App,0,1071
x1174341451301478400,9/18/19 15:16,BernieSanders,"This plan will have an outsized effect in CA, where the twin crises of affordability and homelessness have reached a breaking point: nearly 130,000 people are experiencing homelessness and renters need to earn $34.69 per hour to afford the average two-bedroom apartment. https://t.co/6DRvLMY4de",TweetDeck,0,250
x1174341413569478657,9/18/19 15:16,BernieSanders,"It's here! #housingforall 

https://t.co/JtQgFLi2f5

This intro is 🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/ItfsqUcszw",TweetDeck,0,527
x1174338147909558272,9/18/19 15:03,BernieSanders,"We have an affordable housing crisis and Trump is making it much worse.

That is why today we are proposing the most progressive housing plan in history.

Safe, decent, affordable housing should not be a privilege. It should be a right. #HousingForAll
https://t.co/I0m1NTRjJ7",Twitter Web App,5783,1878
x1174334271022096387,9/18/19 14:48,BernieSanders,It comes as no surprise that Donald Trump's racism and xenophobia knows no bounds. I look forward to continue working with Rep. Omar long after Trump loses in 2020. https://t.co/IW9i3xZVCe,Twitter Web App,11251,1627
x1174137695234416645,9/18/19 1:46,BernieSanders,"When I was a young man I had a job pushing crates of soda onto a truck from a warehouse, and my wages were very good. When I asked someone why, they said, “You’re working at a Teamsters shop.” https://t.co/6zxf7iPzi7",Twitter Media Studio,10007,2048
x1174121663732097024,9/18/19 0:43,BernieSanders,"A note to anyone who wants to use union members as a wedge to oppose #MedicareForAll: @UAW has one of the best plans in the country, but management can still use it to hold workers hostage. #M4A puts power back in our hands. #1u https://t.co/Wsro6dOmlf",Twitter Web App,0,2362
x1174115083502444544,9/18/19 0:17,BernieSanders,Ban assault weapons. https://t.co/jDiM0jxAD9,Twitter Web App,26819,3924
x1174095079172124677,9/17/19 22:57,BernieSanders,"The @UAW autoworkers on strike shouldn’t have to fight for basic healthcare. 

With @BernieSanders' Medicare for All, they will no longer have to and employers will have to compensate union workers for extra health care benefits they’ve negotiated in the past. https://t.co/g0uiTSDyCP",Twitter Web App,0,557
x1174086030133211136,9/17/19 22:21,BernieSanders,It is not Congress that regulates the pharmaceutical industry. It is the pharmaceutical industry that regulates Congress.,Twitter Web App,14896,2798
x1174079111783952384,9/17/19 21:54,BernieSanders,"This is cruel, outrageous and a blatant attempt to force the union into submission. It is the type of corporate greed that the American people are sick and tired of. I say to GM: Restore the health care benefits that your workers have earned and deserve. https://t.co/xay4wjDwok",Twitter for iPhone,11086,3101
x1174075489725685765,9/17/19 21:39,BernieSanders,".@BernieSanders has drawn the most applause at #Workers2020. “Together we are going to end a corrupt political system that allows billionaires to buy elections. Together we are going to create an economy that works for all of us, not just wealthy campaign contributors.”",Twitter Web App,0,373
x1174075431613542400,9/17/19 21:39,BernieSanders,.@BernieSanders speaks to the @PhillyAFLCIO at #workers2020 https://t.co/rvbYdPkXEb,Twitter Web App,0,275
x1174074011787104261,9/17/19 21:33,BernieSanders,"We are going to create a government and economy that work for all of us, not just the 1%. Join me live now at the @AFLCIO Workers' Presidential Summit. #Workers2020 
https://t.co/ZiqtOYRxcQ",Twitter Web App,1154,285
x1174069143370444800,9/17/19 21:14,BernieSanders,"""organize, organize, organize!""

we win, when we organize.

#bernie2020 fam, we're headed to #Greensboro, #RockHill, #Columbia &amp; #Orangesburg this weekend! 

we need you to share these widely and invite your friends, families and neighbors. can we do that? https://t.co/pNkohjLDGm",Twitter Web App,0,336
x1174055837607682048,9/17/19 20:21,BernieSanders,"""I am alive today not because of insurance companies but despite them.""

Private insurance companies exist to make as much profit as possible, not keep people alive. We must pass Medicare for All and end the disgrace of our corporate-run system.
https://t.co/7pBpNnPMFY",Twitter Web App,3104,768
x1174035541572116481,9/17/19 19:01,BernieSanders,"The most common employer of our donors: Walmart

The most common profession of our donors: Teachers

This is a campaign of, by and for the working class. And when we win, we are going to take that movement to the White House.",TweetDeck,12562,2152
x1174026230041063425,9/17/19 18:24,BernieSanders,The War on Drugs has been a disaster. It is time to legalize marijuana nationwide. https://t.co/tehuM7xjxx,Twitter Media Studio,7960,2002
x1174007859136344064,9/17/19 17:11,BernieSanders,It is impossible to take on the greed and corruption of the corporate elite if you’re taking their money.,TweetDeck,16148,3316
x1173994521153216517,9/17/19 16:18,BernieSanders,"We are going to defeat Donald Trump because—unlike the president—we are on the side of the working class, not the billionaires.",TweetDeck,24463,2973
x1173987248913735680,9/17/19 15:49,BernieSanders,"Teachers have played such a vital role in my children's life, especially true for my children in special education. They deserve just compensation and our schools need robust funding!

We are all in this together!

@cceanv #Teachers #teachertwitter #BernieYellsForUs #Bernie2020 https://t.co/NukfAj1L49",TweetDeck,0,239
x1173982441700319232,9/17/19 15:30,BernieSanders,"When one person says “I can’t afford to go to the doctor,” millions of people nod their heads because that is the reality facing people in this country.

When we are in the White House, we are going to guarantee health care for all with no co-pays, premiums or deductibles.",TweetDeck,7862,1341
x1173974311323013120,9/17/19 14:57,BernieSanders,"“Somebody’s gotta do something, and I guess that somebody is me. It’s up to us.” 

Look at what we can do, together.

#NotMeUs https://t.co/KofYHH7K8Y",TweetDeck,0,290
x1173958092503093249,9/17/19 13:53,BernieSanders,"So proud to fight with Bernie for our teachers, and campaign on Bernie’s Thurgood Marshall plan for education, the most comprehensive and progressive K-12 plan of any candidate. By far.
 
https://t.co/SIJBOUSaZj https://t.co/DEqOlrJobQ",TweetDeck,0,165
x1173957337649963011,9/17/19 13:50,BernieSanders,“we want to be treated like human beings.” https://t.co/QVSaxkTHIJ,TweetDeck,0,217
x1173954882312781824,9/17/19 13:40,BernieSanders,Our political revolution is lead by teachers all over this country ✊🏽 It’s time they be heard and paid what they deserve! https://t.co/crj0C0NUxW,TweetDeck,0,198
x1173954853883846656,9/17/19 13:40,BernieSanders,"Across the country strikes are happening. 

People are standing up and saying, ""enough is enough""

When workers are on the picket lines, we will be with them, shoulder to shoulder.  

When Bernie is in the White House we are going to fight back. Together. https://t.co/SApwPcTvta",TweetDeck,0,276
x1173950625706647553,9/17/19 13:23,BernieSanders,"New digital ad today from @berniesanders, the first in West Virginia from a 2020 candidate https://t.co/1FB3ynvq2J",TweetDeck,0,561
x1173947423221329920,9/17/19 13:10,BernieSanders,"People are sick and tired of a rigged system where the top 1% gets massive tax breaks while 1 in 6 U.S. teachers work second jobs.

We are not going to take it any more.

We are going to raise teacher pay to $60,000 a year and invest in education nationwide. https://t.co/kqrmhtaQN3",Twitter Media Studio,10585,2554
x1173751670838218753,9/17/19 0:13,BernieSanders,Pharmaceutical companies don't donate to our campaign and we don't want their money. We want to take on their greed and slash Americans' prescription drug costs in half.,TweetDeck,8910,1522
x1173741604659769344,9/16/19 23:33,BernieSanders,"It is unacceptable to me that 18 million American families pay over half of their income toward housing.

It is unacceptable to me that 500,000 Americans are homeless.

I believe every American has a fundamental right to safe, decent and affordable housing. https://t.co/lxQ3G26hm7",Twitter Media Studio,11337,2903
x1173729493703376896,9/16/19 22:44,BernieSanders,"⚡️“Bernie Asks: What Was Your Most Absurd Medical Bill?” 

Thousands of people shared their health care horror stories. Read the replies. This is why we fight for Medicare for All.  https://t.co/x5hYXs4ZP7",Twitter Web App,4140,1425
x1173708919434354694,9/16/19 21:23,BernieSanders,"Trump promised he would bring down the cost of your prescriptions.

He lied, and drug companies continue to kill Americans with their greed.

I have no intention of letting them continue to get away with murder. We will stand up to Big Pharma and cut drug prices in half.",Twitter Web App,7366,1349
x1173697526136004609,9/16/19 20:37,BernieSanders,".@BernieSanders is the first candidate to commit to a moratorium on all deportations upon taking office. ✅

Stopping deportations on day 1 is a requirement for any Dem serious about solving the immigration crisis.

Who's next? 🤔 @JoeBiden @ewarren @KamalaHarris @JulianCastro https://t.co/uO7JH8EwGD",Twitter Web App,0,653
x1173691935116136449,9/16/19 20:15,BernieSanders,"The corporate greed of the Sackler family killed thousands and ruined the lives of millions. It’s unacceptable that Purdue Pharma could escape full public accountability through corporate bankruptcy, and its executives who broke the law should go to prison.https://t.co/t9u40Szxcx",Twitter Web App,7049,2161
x1173679597138927617,9/16/19 19:26,BernieSanders,"The greed of General Motors:

-CEO makes 281x their average worker
-Pays nothing in federal income taxes
-Got a $514 million tax break from Trump

I stand with the 49,000 @UAW GM workers who just went on strike. Together we are going to end outrageous corporate greed.",Twitter Web App,14969,3604
x1173668936493273088,9/16/19 18:44,BernieSanders,Or just pass Medicare for All. https://t.co/gnt16Hc96K,Twitter Web App,8935,1684
x1173647228763852808,9/16/19 17:17,BernieSanders,"Please read these replies. Our corporate-run health care system is killing Americans and drowning people in debt. We need Medicare for All, which will eliminate premiums, co-pays, and deductibles and guarantee coverage to all. https://t.co/Qum2Fat400",Twitter Web App,9327,2331
x1173617385967955968,9/16/19 15:19,BernieSanders,1/3 Was reading all the Presidential candidates platforms on affordable housing/rent control + listening to @BernieSanders most recent comments - he is spot on. I’m thankful that he is elevating the conversation around rent control at the federal level at this point in time cont.,Twitter Web App,0,250
x1173386013403766785,9/16/19 0:00,BernieSanders,"If you can't afford to take care of your veterans, then don't go to war.",TweetDeck,109833,17874
x1173369683648626691,9/15/19 22:55,BernieSanders,So many of my constituents have lost homes- even gone homeless- by unfair rent hikes. But Texas bans local rent control. That's why it’s so important that @BernieSanders just announced his plan for national rent control to override special interests &amp; protect millions of renters.,Twitter Web App,0,608
x1173359335637999622,9/15/19 22:14,BernieSanders,"In the United States of America, one job should be enough to earn a decent living.",TweetDeck,27095,3756
x1173357004082954240,9/15/19 22:04,BernieSanders,What our campaign is about is bringing millions of young people into the political process for the first time to defeat Trump and transform the country. Join me live in South Carolina: https://t.co/TwhI7sAEo0,Periscope,2147,574
x1173344488238043136,9/15/19 21:15,BernieSanders,"This is what I mean by a rigged economy:

Millions of Americans are falling into debt because they can't afford their prescription drugs.

Meanwhile, drugmakers make huge profits off medication developed with taxpayer-funded research.",TweetDeck,12180,2794
x1173326838602641408,9/15/19 20:04,BernieSanders,"We must treat undocumented people with dignity. When we are in the White House, we will end the ICE raids which are terrorizing communities all across this country and impose a moratorium on deportations.",TweetDeck,8602,1613
x1173323131827695616,9/15/19 19:50,BernieSanders,"I am proud to support the @UAW workers who are standing up to the greed of GM. Our message to GM is a simple one: End the greed, sit down with the UAW and work out an agreement that treats your workers with the respect and the dignity they deserve. https://t.co/nAQoeX82oz",Twitter Web App,5247,1278
x1173316283980554240,9/15/19 19:22,BernieSanders,"The revelations today confirm what we already knew: During his hearing, Kavanaugh faced credible accusations and likely lied to Congress. I support any appropriate constitutional mechanism to hold him accountable.",Twitter Web App,10228,1572
x1173316282973863936,9/15/19 19:22,BernieSanders,Supreme Court justices are not above the law. Someone who sits in judgment over the nation should have the highest integrity.,Twitter Web App,6724,767
x1173316281904189440,9/15/19 19:22,BernieSanders,"As a federal judge who overwhelmingly sided with corporate power and Wall Street, Brett Kavanaugh should never have been nominated.",Twitter Web App,17603,2476
x1173281773675003904,9/15/19 17:05,BernieSanders,"At a time when their behavior is literally killing people, America needs a president who isn’t going to appease and compliment drug companies. 

We need a president who will take on the pharmaceutical industry – whether they like it or not. That is exactly what we will do.",Twitter Web App,8106,1263
x1173281772265725952,9/15/19 17:05,BernieSanders,"I disagree with Joe Biden. The pharmaceutical companies are greedy, corrupt and engaged in price fixing. https://t.co/SXANOMKeXp",Twitter Web App,16847,3031
x1173234616469270528,9/15/19 13:58,BernieSanders,Congratulations to @StationCasinos Fiesta Henderson workers and @Culinary226! You deserve the strength and stability that a union brings. This is how we are going to rebuild the middle class all across America. https://t.co/fzXcynoKQW,Twitter Web App,3629,680
x1173037927485460481,9/15/19 0:56,BernieSanders,"I believe in the ""radical"" idea that young people should be excited about their future. That's why we are going to ensure college for all, cancel student debt, and pass a Green New Deal to guarantee a healthy and habitable planet. Join us live in Las Vega https://t.co/M8hbfkBy7B",Periscope,3514,862
x1173027398356545537,9/15/19 0:15,BernieSanders,What’s the most absurd medical bill you have ever received?,TweetDeck,17585,4372
x1173017332123176966,9/14/19 23:35,BernieSanders,"Landlords should not be able to simply raise rents to any level they want, any time they want.",TweetDeck,38600,5614
x1173006007594823681,9/14/19 22:50,BernieSanders,"When I was mayor of Burlington, we were the first municipality in America to implement a community land trust.

The concept is now successfully used throughout the country and the world.

We'll invest $50 billion in land trust housing to enable 1 million households to own homes.",TweetDeck,6048,1170
x1173003416273965056,9/14/19 22:39,BernieSanders,"Our campaign is about bringing people together.  We have a president fueling a divisive climate that emboldens racists and xenophobes.  Together, we are going to defeat Donald Trump and his bigotry. https://t.co/vF69clFI7L",Periscope,1907,489
x1172993687892168704,9/14/19 22:01,BernieSanders,"Housing must be a right. We will:

✅Build and rehabilitate 7.4 million affordable housing units
✅Build 2 million mixed-income units
✅Enact a national rent control standard
✅End homelessness
✅Fully fund Section 8 vouchers",Twitter Web App,9400,2065
x1172992659855761408,9/14/19 21:56,BernieSanders,".@BernieSanders previews upcoming housing policy. Plan includes:

• Expand National Affordable Housing Trust Fund to construct &amp; rehab 7.4m units for poor, seniors and disabled 

• “Fully fund” Sec. 8 rental assistance program 

• Invest +$32b over 5yrs to end homelessness https://t.co/UvF1UWYRgL",Twitter Web App,0,708
x1172978576976568321,9/14/19 21:01,BernieSanders,"Wall Street got a multi-trillion dollar bailout with no strings attached, but the federal government did virtually nothing to help struggling Americans keep their homes.

My administration will be looking out for working families, not the billionaires who control Wall Street.",TweetDeck,4737,1068
x1172975752402411520,9/14/19 20:49,BernieSanders,"Unlike Trump, I did not grow up in a wealthy family.

My family lived in a rent-controlled building—and that most minimal form of economic security was crucial for our family.

All families should have that. We need a national rent control standard.",Twitter Web App,27808,4014
x1172967675674296320,9/14/19 20:17,BernieSanders,"Decent housing should not be a privilege, it should be a right. Join me live in Nevada now: https://t.co/PC8yAobEmQ",Periscope,2544,717
x1172956430971920384,9/14/19 19:33,BernieSanders,"No one should profit off the incarceration of other human beings.

When I am president, we will ban for-profit prisons and detention centers nationwide.

Congratulations to California on this important step in reforming our criminal justice system. https://t.co/dtmLBS9bVA",TweetDeck,11907,2387
x1172930761676091392,9/14/19 17:51,BernieSanders,"You don't pull out your wallet when the fire department shows up to save your house.

The same should be true of health care.

That is why we need Medicare for All — which eliminates premiums, co-pays and deductibles.",TweetDeck,19958,3775
x1172928622237143041,9/14/19 17:42,BernieSanders,"This is why corporate “choice” health plans are unacceptable, and why we must fight for #MedicareforAll.

Choice plans are merely a “choice” of which corporation profits off our crisis.

Healthcare is a right. It’s unconscionable that insurance companies choose who lives &amp; dies. https://t.co/Qm71q4MhG8",Twitter Web App,0,8993
x1172924884781096960,9/14/19 17:27,BernieSanders,"""I have Huntington's Disease. I'm in stage four. I can barely take care of myself. And I do not have the energy to fight these people."" 
this is why we fight for Medicare for All. this is who we fight for. #NotMeUs https://t.co/x54aRrcYKX",Twitter Web App,0,1124
x1172900150177685505,9/14/19 15:49,BernieSanders,"This is painful to hear. But there are millions of people like John facing an unimaginable burden due to the cost of medical care. This is why we fight for Medicare for All.

Content warning: suicide https://t.co/gtCtNykvqO",Twitter Media Studio,12883,4090
x1172897794526302211,9/14/19 15:40,BernieSanders,Canceling all student debt will not only help those with student loans. It will help all of us — by boosting our economy by $1 trillion over the next 10 years and creating up to 1.5 million new jobs every year.,TweetDeck,19465,3236
x1172885211627106307,9/14/19 14:50,BernieSanders,"Jeff Bezos is worth over $110 billion. Amazon pays $0 in federal income taxes. Yet Bezos just cut health care for 2,000 part-time Whole Food workers.

That is what unfettered greed looks like.

We're going to make the wealthy pay their fair share and guarantee health care to all.",TweetDeck,88765,19619
x1172873383794466818,9/14/19 14:03,BernieSanders,"One of the reasons I fight for Medicare for All is because I believe we all share a common humanity.

If your family is in pain, so is mine. If your kids are hurting, that affects me as well.

We are a better nation than one that simply leaves the poor, sick and unlucky to die.",TweetDeck,17452,3625
x1172677408631091201,9/14/19 1:04,BernieSanders,"We're going to #cancelstudentdebt and make all public colleges, universities and trade schools tuition-free. Join us now in Reno: https://t.co/Exj4WfLORG",Periscope,2664,694
x1172674933996052481,9/14/19 0:54,BernieSanders,Some in Washington say I am too angry about our broken health care system. I hear stories like this every day in America. My question is: why aren't they angry about it? https://t.co/Cmqgsa3guX,Twitter for iPhone,19764,5336
x1172663320169668609,9/14/19 0:08,BernieSanders,"We have a criminal justice system which is racist, broken, and must be fundamentally reformed. https://t.co/XvLHcDvc9A",Twitter Web App,88927,28008
x1172646825045549056,9/13/19 23:02,BernieSanders,"As latinos, we cannot afford to stay home this election. We have too much to lose! Join me this Sunday at 8pm for a special Unidos Con Bernie: Plan to Win webinar to find out the most important things we can be doing as Latinos to win big for Bernie. https://t.co/ejoWQVHAJy https://t.co/AlSttvqK7o",Twitter for iPhone,0,278
x1172643713954304000,9/13/19 22:50,BernieSanders,I simply don't believe in having a health care system where insurance and pharmaceutical corporations make billions in profits while thousands die because they can't afford care.,Twitter for iPhone,16475,3135
x1172634207035654149,9/13/19 22:12,BernieSanders,"We are the strongest campaign to defeat Donald Trump. Join us live in Carson City, Nevada: https://t.co/WrnuLEeOqu",Periscope,1973,484
x1172619242497351682,9/13/19 21:13,BernieSanders,Solitary confinement is unconstitutional and a form of torture. It must be abolished.,Twitter Web App,17270,2732
x1172610560300584967,9/13/19 20:38,BernieSanders,School support staff ensure our kids have a safe and healthy learning environment. They deserve fair pay and benefits. I congratulate @ESEA_NV on securing this contract for staff in Clark County. https://t.co/7dDUldleLn,Twitter Web App,1108,267
x1172606067982905344,9/13/19 20:20,BernieSanders,"This support from @BernieSanders means a great deal to our members, our @SEIU73 family and the work we do in school communities every day. Thank you, senator. #faircontractnow https://t.co/CbKh9HhoCa",Twitter Web App,0,365
x1172597489830125570,9/13/19 19:46,BernieSanders,I stand with the educators and support staff of @CTULocal1 and @SEIU73 in their fight for the schools Chicago's students deserve. It's unconscionable for wealthy corporations to receive massive tax breaks while children go without school nurses and librarians. https://t.co/lCZNNIt7be,Twitter Web App,2159,639
x1172591465043771392,9/13/19 19:22,BernieSanders,"I'm proud to sign the @runforsomething Down Ballot Pledge. In order to create a government that works for all of us, we must invest in rebuilding the Democratic Party at every level and bring new people into the political process. https://t.co/8aEn6A8ukV https://t.co/Bo3tHW6i5Y",Twitter Web App,1016,258
x1172585188599193600,9/13/19 18:57,BernieSanders,"Here’s a list of all the people I’ve met who love their health insurance premiums:

There aren’t any.",Twitter Web App,38520,5584
x1172562089417891840,9/13/19 17:26,BernieSanders,Your ability to get health care should not be dependent on the whims of your employer. It should be guaranteed under Medicare for All. https://t.co/JXIGmg1yzt,Twitter Web App,6068,1340
x1172340340675637249,9/13/19 2:44,BernieSanders,I know what it's like to grow up in a family that lives paycheck to paycheck. That is something I will never forget. #DemDebate https://t.co/DIpOdgaYSt,Twitter Media Studio,7884,1563
x1172339648569327617,9/13/19 2:42,BernieSanders,"The greatest international threat we face - like @BernieSanders said back during the 2016 primary - is not military in nature, it's climate change.

We need unprecedented economic mobilization, domestically and internationally, to avert this existential climate threat.
#DemDebate https://t.co/RisyjXWZaw",Twitter Web App,0,1201
x1172333280059781125,9/13/19 2:16,BernieSanders,Cancel all student debt. #DemDebate,Twitter Web App,38353,5798
x1172332500913311745,9/13/19 2:13,BernieSanders,"Every teacher in America must make at least $60,000 a year. #DemDebate",Twitter Web App,26367,3525
x1172330534791307264,9/13/19 2:05,BernieSanders,"I believe in guaranteeing health care as a right.

I believe we should not be the only major country not to provide paid family leave.

I believe every worker deserves a living wage.

I believe in an economy that works for all of us. https://t.co/n8RDaQFAwO",Twitter Media Studio,7020,1612
x1172328426214027266,9/13/19 1:57,BernieSanders,"I never believed Cheney and Bush. Unlike Joe Biden, not only did I vote against the Iraq War, I led the fight to prevent it. #DemDebate",Twitter Web App,17481,2834
x1172317465017122816,9/13/19 1:13,BernieSanders,"As President, I will not be intimidated by the NRA. https://t.co/u01me4J45T",Twitter Media Studio,7443,1199
x1172316085632159745,9/13/19 1:08,BernieSanders,Ban assault weapons.,Twitter Web App,33188,4661
x1172313470198411264,9/13/19 0:58,BernieSanders,Maybe other candidates run into people who love their premiums. I haven’t. #MedicareForAll,Twitter Web App,7879,1233
x1172312423186878465,9/13/19 0:53,BernieSanders,".@BernieSanders ""yes, we will address the catastrophic crisis of climate change and transform our energy system away from fossil fuel"" https://t.co/7d0KjVVQRq",Twitter Web App,0,377
x1172310956845629440,9/13/19 0:48,BernieSanders,End medical bankruptcy. #DemDebate https://t.co/jveM2GRQ4W,Twitter Media Studio,6056,1351
x1172308459204702209,9/13/19 0:38,BernieSanders,.@AOC is exactly right. https://t.co/DAjIOjAwJy,Twitter Web App,21458,2332
x1172308317189722113,9/13/19 0:37,BernieSanders,"Joe Biden, you have to defend the fact that under the current system 500,000 Americans are going bankrupt because they got sick.

We need a system that covers everyone with no out of pocket costs. #DemDebate",Twitter Web App,5593,1151
x1172306998630596609,9/13/19 0:32,BernieSanders,"I pay $9,000 per month for the cost of full-time care, @JoeBiden. I'm grateful for the Affordable Care Act, but the status quo is broken. We need #MedicareForAll.",Twitter Web App,0,2566
x1172306857794273281,9/13/19 0:31,BernieSanders,"If you want comprehensive health care, if you want freedom of choice with your doctor, if you want to end the greed of the pharmaceutical industry, I’ve got a plan for that.

It’s called Medicare for All. #DemDebate",Twitter Web App,4349,969
x1172305346833965057,9/13/19 0:25,BernieSanders,"Maintaining the status-quo, as Joe Biden wants, will cost $59 trillion over 10 years.

Medicare for All will save the American people $2 trillion. No premiums, no deductibles, no co-pays, and everyone will be covered. #DemDebate",Twitter Web App,4717,1208
x1172299201885044736,9/13/19 0:01,BernieSanders,Bernie's up at the #DemDebate... https://t.co/O189j2Bbb8,Twitter Media Studio,3709,569
x1172286197793775616,9/12/19 23:09,BernieSanders,All school meals should be free to children.,Twitter Web App,142143,21162
x1172284936566390785,9/12/19 23:04,BernieSanders,The 99: Debate Watch Party at Bernie 2020 HQ. Donate at https://t.co/3BbQ1L1yES https://t.co/MsXyezM8P7,Periscope,952,292
x1172265067880099840,9/12/19 21:45,BernieSanders,I am proud to stand with @fwaction and take the Fossil Fuel Free Cabinet pledge. We need an administration that is going to guarantee a habitable planet to the American people—not one that represents the interests of fossil fuel corporations. https://t.co/KrTU5IR2ai,Twitter Web App,1565,449
x1172254598452645897,9/12/19 21:04,BernieSanders,What I said in 1992 is even more true today: The United States must lead the world in fighting our common enemy of climate change. https://t.co/X9wVlgGtyI,Twitter Media Studio,13955,3232
x1172242224748224512,9/12/19 20:15,BernieSanders,"Medical bills pushed 8 million Americans into poverty last year.

Getting sick is not a crime. But our health care system today acts like it is.

We will pass Medicare for All and end this disgrace. https://t.co/yhX2Cjqagq",TweetDeck,4911,1326
